links
https://codeforces.com/problemset/problem/1726/C
https://codeforces.com/problemset/problem/1819/A
https://codeforces.com/problemset/problem/1753/A1
https://codeforces.com/problemset/problem/1667/A
1693/A
1776/H
https://codeforces.com/problemset/problem/1372/B
https://codeforces.com/problemset/problem/600/B
https://codeforces.com/problemset/problem/1603/A
https://codeforces.com/problemset/problem/1470/A
https://codeforces.com/problemset/problem/1669/H
https://codeforces.com/problemset/problem/1692/F
https://codeforces.com/problemset/problem/1676/G
https://codeforces.com/problemset/problem/1401/C
https://codeforces.com/problemset/problem/1829/F
https://codeforces.com/problemset/problem/1676/F
https://codeforces.com/problemset/problem/1360/D
https://codeforces.com/problemset/problem/1547/D
https://codeforces.com/problemset/problem/1203/C
https://codeforces.com/problemset/problem/1703/F
https://codeforces.com/problemset/problem/1607/D
https://codeforces.com/problemset/problem/1618/D
https://codeforces.com/problemset/problem/276/B
https://codeforces.com/problemset/problem/1454/D
https://codeforces.com/problemset/problem/1826/C
https://codeforces.com/problemset/problem/1807/E
https://codeforces.com/problemset/problem/1839/C
https://codeforces.com/problemset/problem/1249/C1
https://codeforces.com/problemset/problem/1433/E
https://codeforces.com/problemset/problem/1538/C
https://codeforces.com/problemset/problem/230/B
https://codeforces.com/problemset/problem/1466/C
https://codeforces.com/problemset/problem/1647/C
https://codeforces.com/problemset/problem/1717/C
https://codeforces.com/problemset/problem/1420/C1
https://codeforces.com/problemset/problem/1823/C
https://codeforces.com/problemset/problem/1650/D
https://codeforces.com/problemset/problem/617/B
https://codeforces.com/problemset/problem/1553/B
https://codeforces.com/problemset/problem/1555/B
https://codeforces.com/problemset/problem/1821/C
https://codeforces.com/problemset/problem/1328/B
https://codeforces.com/problemset/problem/486/B
https://codeforces.com/problemset/problem/1741/D
https://codeforces.com/problemset/problem/1555/C
https://codeforces.com/problemset/problem/1794/C
https://codeforces.com/problemset/problem/1788/C
https://codeforces.com/problemset/problem/1675/D
https://codeforces.com/problemset/problem/1294/C
https://codeforces.com/problemset/problem/1560/D
https://codeforces.com/problemset/problem/1285/B
https://codeforces.com/problemset/problem/1775/B
https://codeforces.com/problemset/problem/1617/C
https://codeforces.com/problemset/problem/1733/C
https://codeforces.com/problemset/problem/1746/C
https://codeforces.com/problemset/problem/1574/C
https://codeforces.com/problemset/problem/1627/B
https://codeforces.com/problemset/problem/1638/C
https://codeforces.com/problemset/problem/1476/B
https://codeforces.com/problemset/problem/893/C
https://codeforces.com/problemset/problem/1766/C
https://codeforces.com/problemset/problem/1736/C1
https://codeforces.com/problemset/problem/1612/C
https://codeforces.com/problemset/problem/352/B
https://codeforces.com/problemset/problem/476/B
https://codeforces.com/problemset/problem/1810/C
https://codeforces.com/problemset/problem/1498/B
https://codeforces.com/problemset/problem/1778/B
https://codeforces.com/problemset/problem/1661/B
https://codeforces.com/problemset/problem/1561/C
https://codeforces.com/problemset/problem/1660/C
https://codeforces.com/problemset/problem/1768/C
https://codeforces.com/problemset/problem/1521/B
https://codeforces.com/problemset/problem/1698/C
https://codeforces.com/problemset/problem/1659/B
https://codeforces.com/problemset/problem/1711/B
https://codeforces.com/problemset/problem/1737/B
https://codeforces.com/problemset/problem/1786/B
https://codeforces.com/problemset/problem/1615/B
CF298-D2-A
CF810-D2-B
CF469-D2-B
CF215-D2-B
CF152-D2-B
CF376-D2-B
CF144-D2-B
CF236-D2-B
CF716-D2-B
CF621-D2-B
CF1237-D2-B
CF371-D2-B
CF588-D2-B
